county,active_dem,active_rep,active_uaf,total_active,inactive_dem,inactive_rep,inactive_uaf,total_inactive,grand_total,year,month
Fremont,5148,11308,8783,25239,722,1357,1964,4043,29282,2016,june
Garfield,7621,9657,11823,29101,831,1243,2858,4932,34033,2016,june
Gilpin,1228,1094,1578,3900,253,213,498,964,4864,2016,june
Grand,2252,4190,3406,9848,291,412,789,1492,11340,2016,june
Gunnison,3283,2657,3879,9819,560,518,1419,2497,12316,2016,june
Hinsdale,111,405,142,658,11,31,24,66,724,2016,june
Huerfano,1983,1146,1026,4155,208,164,299,671,4826,2016,june
Jackson,114,664,179,957,30,140,70,240,1197,2016,june
Jefferson,112671,114574,134698,361943,15128,13458,24103,52689,414632,2016,june
Kiowa,151,575,212,938,13,29,41,83,1021,2016,june
Kit Carson,588,2449,1096,4133,94,263,324,681,4814,2016,june
La Plata,11543,10758,11256,33557,2353,2175,3877,8405,41962,2016,june
Lake,1763,724,1068,3555,552,299,864,1715,5270,2016,june
Larimer,60422,69624,78139,208185,7736,8084,19466,35286,243471,2016,june
Las Animas,3901,2066,1898,7865,749,569,717,2035,9900,2016,june
Lincoln,386,1632,577,2595,67,182,209,458,3053,2016,june
Logan,1823,5628,3268,10719,350,691,1002,2043,12762,2016,june
Mesa,17143,38136,28324,83603,5001,9842,12925,27768,111371,2016,june
Mineral,260,336,129,725,30,30,43,103,828,2016,june
Moffat,818,3913,1989,6720,423,1090,1345,2858,9578,2016,june
Montezuma,3493,7073,4397,14963,970,1380,1847,4197,19160,2016,june
Montrose,4369,11149,7448,22966,481,1115,1493,3089,26055,2016,june
Morgan,2770,5946,4577,13293,388,551,844,1783,15076,2016,june
Otero,3364,3830,2992,10186,444,372,710,1526,11712,2016,june
Ouray,1080,1294,1188,3562,158,252,312,722,4284,2016,june
Park,2477,4755,4063,11295,421,814,1060,2295,13590,2016,june
Phillips,428,1487,654,2569,123,275,207,605,3174,2016,june
Pitkin,4542,2130,5302,11974,887,529,1482,2898,14872,2016,june
Prowers,1336,2831,1784,5951,211,403,563,1177,7128,2016,june
Pueblo,40306,23888,27287,91481,6653,3779,8774,19206,110687,2016,june
Rio Blanco,333,2599,736,3668,66,361,364,791,4459,2016,june
Rio Grande,2072,2711,1516,6299,403,473,593,1469,7768,2016,june
Routt,4801,4541,6228,15570,894,870,1841,3605,19175,2016,june
Saguache,1657,806,979,3442,330,148,407,885,4327,2016,june
San Juan,168,133,279,580,40,36,80,156,736,2016,june
San Miguel,2348,827,1598,4773,508,210,536,1254,6027,2016,june
Sedgwick,266,876,378,1520,29,96,94,219,1739,2016,june
Summit,5956,4422,8059,18437,1930,1559,4077,7566,26003,2016,june
Teller,2693,7699,5210,15602,481,1143,1263,2887,18489,2016,june
Washington,272,2112,465,2849,45,190,125,360,3209,2016,june
Weld,34865,56914,54068,145847,5430,6748,11344,23522,169369,2016,june
Yuma,831,3002,1538,5371,101,303,298,702,6073,2016,june
Adams,75383,54199,80139,209721,13487,8280,18221,39988,249709,2016,mar
Alamosa,2941,2238,2178,7357,558,353,742,1653,9010,2016,mar
Arapahoe,108096,100627,116226,324949,23234,14933,33262,71429,396378,2016,mar
Archuleta,1842,3806,2267,7915,449,746,774,1969,9884,2016,mar
Baca,625,1186,672,2483,61,112,131,304,2787,2016,mar
Bent,760,841,643,2244,176,138,243,557,2801,2016,mar
Boulder,85499,34765,71651,191915,19106,9474,30086,58666,250581,2016,mar
Broomfield,11468,11907,14678,38053,2072,1968,3714,7754,45807,2016,mar
Chaffee,3226,4317,4204,11747,462,616,1049,2127,13874,2016,mar
Cheyenne,154,845,286,1285,18,54,49,121,1406,2016,mar
Clear Creek,1980,1940,2489,6409,314,305,608,1227,7636,2016,mar
Conejos,2311,1661,693,4665,400,288,242,930,5595,2016,mar
Costilla,1557,334,436,2327,196,88,204,488,2815,2016,mar
Crowley,416,904,438,1758,69,79,99,247,2005,2016,mar
Custer,479,1989,739,3207,55,208,171,434,3641,2016,mar
Delta,3377,8567,6187,18131,543,1172,1349,3064,21195,2016,mar
Denver,174446,53919,122596,350961,34627,11412,39761,85800,436761,2016,mar
Dolores,343,637,396,1376,56,78,147,281,1657,2016,mar
Douglas,39542,92341,64108,195991,6630,13592,13463,33685,229676,2016,mar
Eagle,7997,7355,11774,27126,1324,1194,3086,5604,32730,2016,mar
El Paso,75387,150686,126078,352151,16970,22702,34942,74614,426765,2016,mar
Elbert,2195,9213,5207,16615,272,983,839,2094,18709,2016,mar
Fremont,4974,10848,8888,24710,755,1408,2051,4214,28924,2016,mar
Garfield,7268,9258,12059,28585,880,1302,2735,4917,33502,2016,mar
Gilpin,1199,1058,1577,3834,266,234,529,1029,4863,2016,mar
Grand,2102,4066,3510,9678,296,423,795,1514,11192,2016,mar
Gunnison,3142,2578,4060,9780,580,535,1378,2493,12273,2016,mar
Hinsdale,106,383,148,637,11,37,26,74,711,2016,mar
Huerfano,1926,1077,1037,4040,226,171,300,697,4737,2016,mar
Jackson,108,660,171,939,31,142,71,244,1183,2016,mar
Jefferson,108607,112315,133354,354276,16040,14006,25476,55522,409798,2016,mar
Kiowa,151,554,235,940,15,35,38,88,1028,2016,mar
Kit Carson,570,2383,1112,4065,96,273,333,702,4767,2016,mar
La Plata,11002,10419,11435,32856,2476,2237,3980,8693,41549,2016,mar
Lake,1673,708,1118,3499,566,305,867,1738,5237,2016,mar
Larimer,57697,67803,78876,204376,8158,8435,18932,35525,239901,2016,mar
Las Animas,3802,1971,1854,7627,785,593,752,2130,9757,2016,mar
Lincoln,388,1530,642,2560,72,193,208,473,3033,2016,mar
Logan,1806,5451,3322,10579,363,706,1037,2106,12685,2016,mar
Mesa,16301,36691,29609,82601,5167,10071,12815,28053,110654,2016,mar
Mineral,287,296,131,714,31,31,45,107,821,2016,mar
Moffat,799,3805,2010,6614,432,1115,1382,2929,9543,2016,mar
Montezuma,3361,6880,4500,14741,991,1413,1862,4266,19007,2016,mar
Montrose,4216,10884,7551,22651,491,1122,1528,3141,25792,2016,mar
Morgan,2700,5644,4558,12902,417,585,888,1890,14792,2016,mar
Otero,3282,3698,3035,10015,467,386,701,1554,11569,2016,mar
Ouray,1014,1265,1223,3502,159,257,322,738,4240,2016,mar
Park,2348,4581,4123,11052,434,844,1107,2385,13437,2016,mar
Phillips,412,1445,673,2530,125,284,225,634,3164,2016,mar
Pitkin,4371,2076,5318,11765,921,551,1529,3001,14766,2016,mar
Prowers,1300,2723,1821,5844,235,452,606,1293,7137,2016,mar
Pueblo,39572,23377,28131,91080,6399,3563,7938,17900,108980,2016,mar
Rio Blanco,328,2491,766,3585,70,370,381,821,4406,2016,mar
Rio Grande,1983,2648,1629,6260,430,487,547,1464,7724,2016,mar
Routt,4601,4428,6282,15311,918,888,1874,3680,18991,2016,mar
Saguache,1625,791,1009,3425,342,154,400,896,4321,2016,mar
San Juan,169,135,279,583,42,36,81,159,742,2016,mar
San Miguel,2202,838,1746,4786,447,180,559,1186,5972,2016,mar
Sedgwick,252,857,397,1506,30,101,91,222,1728,2016,mar
Summit,5586,4302,8140,18028,1943,1578,4151,7672,25700,2016,mar
Teller,2562,7488,5236,15286,496,1182,1303,2981,18267,2016,mar
Washington,264,2046,486,2796,47,193,133,373,3169,2016,mar
Weld,33087,54477,54572,142136,5841,7133,12056,25030,167166,2016,mar
Yuma,812,2940,1570,5322,106,313,311,730,6052,2016,mar
Adams,77689,55779,82178,215646,12788,8031,17510,38329,253975,2016,may
Alamosa,2990,2268,2242,7500,547,346,737,1630,9130,2016,may
Arapahoe,110874,101869,118944,331687,21991,14401,31925,68317,400004,2016,may
Archuleta,1882,3893,2233,8008,447,736,790,1973,9981,2016,may
Baca,620,1231,642,2493,60,109,135,304,2797,2016,may
Bent,767,865,647,2279,172,137,241,550,2829,2016,may
Boulder,88439,35366,71660,195465,18577,9317,29364,57258,252723,2016,may
Broomfield,11923,12160,14800,38883,1996,1916,3700,7612,46495,2016,may
Chaffee,3286,4325,4266,11877,448,597,1024,2069,13946,2016,may
Cheyenne,154,851,287,1292,18,53,51,122,1414,2016,may
Clear Creek,2027,1966,2473,6466,301,295,585,1181,7647,2016,may
Conejos,2330,1659,710,4699,391,287,233,911,5610,2016,may
Costilla,1549,345,431,2325,186,86,205,477,2802,2016,may
Crowley,421,925,442,1788,66,75,95,236,2024,2016,may
Custer,447,2110,705,3262,54,204,160,418,3680,2016,may
Delta,3370,8558,6018,17946,578,1258,1522,3358,21304,2016,may
Denver,179696,55034,123122,357852,33299,11183,39666,84148,442000,2016,may
Dolores,345,652,390,1387,56,75,149,280,1667,2016,may
Douglas,40653,93476,64886,199015,6444,13319,13089,32852,231867,2016,may
Eagle,8248,7489,11827,27564,1287,1159,3000,5446,33010,2016,may
El Paso,77635,153085,126465,357185,16538,22321,34918,73777,430962,2016,may
Elbert,2220,9399,5183,16802,266,968,818,2052,18854,2016,may
Fremont,5059,11068,8906,25033,730,1381,1990,4101,29134,2016,may
Garfield,7475,9472,11885,28832,854,1266,2856,4976,33808,2016,may
Gilpin,1210,1061,1606,3877,258,223,507,988,4865,2016,may
Grand,2177,4127,3480,9784,296,418,795,1509,11293,2016,may
Gunnison,3230,2624,3971,9825,566,522,1405,2493,12318,2016,may
Hinsdale,110,396,148,654,11,33,24,68,722,2016,may
Huerfano,1943,1114,1053,4110,215,169,301,685,4795,2016,may
Jackson,114,662,180,956,30,141,70,241,1197,2016,may
Jefferson,110775,113304,134879,358958,15438,13656,24545,53639,412597,2016,may
Kiowa,151,555,225,931,13,33,43,89,1020,2016,may
Kit Carson,574,2408,1106,4088,95,269,328,692,4780,2016,may
La Plata,11326,10620,11414,33360,2387,2190,3898,8475,41835,2016,may
Lake,1692,722,1129,3543,555,299,866,1720,5263,2016,may
Larimer,59370,68889,78755,207014,7892,8220,19172,35284,242298,2016,may
Las Animas,3860,2024,1893,7777,764,581,727,2072,9849,2016,may
Lincoln,381,1599,609,2589,71,186,200,457,3046,2016,may
Logan,1814,5551,3293,10658,354,697,1012,2063,12721,2016,may
Mesa,16463,36804,30290,83557,5046,9926,12512,27484,111041,2016,may
Mineral,259,329,131,719,30,31,43,104,823,2016,may
Moffat,814,3861,2014,6689,427,1099,1358,2884,9573,2016,may
Montezuma,3450,6995,4477,14922,973,1395,1853,4221,19143,2016,may
Montrose,4250,10940,7550,22740,485,1126,1512,3123,25863,2016,may
Morgan,2716,5840,4601,13157,397,562,858,1817,14974,2016,may
Otero,3308,3740,3121,10169,448,376,671,1495,11664,2016,may
Ouray,1055,1276,1202,3533,158,255,317,730,4263,2016,may
Park,2419,4686,4118,11223,428,825,1072,2325,13548,2016,may
Phillips,427,1475,653,2555,124,280,212,616,3171,2016,may
Pitkin,4428,2095,5378,11901,904,535,1497,2936,14837,2016,may
Prowers,1322,2779,1824,5925,213,410,570,1193,7118,2016,may
Pueblo,39608,23432,27256,90296,6879,3900,8925,19704,110000,2016,may
Rio Blanco,333,2543,757,3633,66,365,366,797,4430,2016,may
Rio Grande,2030,2684,1565,6279,417,477,593,1487,7766,2016,may
Routt,4689,4475,6332,15496,901,876,1846,3623,19119,2016,may
Saguache,1638,799,993,3430,336,149,410,895,4325,2016,may
San Juan,168,133,279,580,40,36,81,157,737,2016,may
San Miguel,2290,841,1711,4842,442,178,542,1162,6004,2016,may
Sedgwick,263,869,375,1507,30,98,94,222,1729,2016,may
Summit,5853,4375,8114,18342,1941,1561,4105,7607,25949,2016,may
Teller,2632,7559,5283,15474,485,1159,1280,2924,18398,2016,may
Washington,267,2080,476,2823,45,189,128,362,3185,2016,may
Weld,33892,55628,54892,144412,5587,6919,11591,24097,168509,2016,may
Yuma,823,2967,1567,5357,102,308,303,713,6070,2016,may
Adams,71777,52313,78150,202240,14761,9001,19606,43368,245608,2015,nov
Alamosa,2842,2176,2101,7119,595,398,797,1790,8909,2015,nov
Arapahoe,101369,97639,112833,311841,25575,16687,35839,78101,389942,2015,nov
Archuleta,1711,3698,2183,7592,462,804,806,2072,9664,2015,nov
Baca,631,1152,647,2430,66,132,139,337,2767,2015,nov
Bent,750,816,620,2186,185,153,260,598,2784,2015,nov
Boulder,78859,34144,71676,184679,21025,10096,32439,63560,248239,2015,nov
Broomfield,10548,11517,14257,36322,2277,2087,4005,8369,44691,2015,nov
Chaffee,2995,4239,4112,11346,519,690,1136,2345,13691,2015,nov
Cheyenne,151,841,288,1280,17,57,51,125,1405,2015,nov
Clear Creek,1894,1866,2430,6190,351,338,661,1350,7540,2015,nov
Conejos,2332,1676,710,4718,371,262,215,848,5566,2015,nov
Costilla,1545,319,422,2286,210,93,213,516,2802,2015,nov
Crowley,413,884,417,1714,76,96,105,277,1991,2015,nov
Custer,458,1880,728,3066,62,249,193,504,3570,2015,nov
Delta,3181,8321,6069,17571,607,1305,1441,3353,20924,2015,nov
Denver,161173,51811,120364,333348,38689,12614,43524,94827,428175,2015,nov
Dolores,351,642,409,1402,48,65,125,238,1640,2015,nov
Douglas,37433,89693,62280,189406,7226,14672,14416,36314,225720,2015,nov
Eagle,7345,7179,11519,26043,1451,1286,3327,6064,32107,2015,nov
El Paso,69355,144802,121378,335535,18616,25518,38323,82457,417992,2015,nov
Elbert,2085,8805,5099,15989,293,1112,931,2336,18325,2015,nov
Fremont,4847,10585,8525,23957,803,1509,2154,4466,28423,2015,nov
Garfield,6846,9166,12406,28418,794,1191,2366,4351,32769,2015,nov
Gilpin,1268,1161,1864,4293,135,114,262,511,4804,2015,nov
Grand,1949,3988,3484,9421,318,462,824,1604,11025,2015,nov
Gunnison,2752,2434,3972,9158,693,617,1563,2873,12031,2015,nov
Hinsdale,92,383,148,623,13,49,29,91,714,2015,nov
Huerfano,1877,1031,1015,3923,253,190,318,761,4684,2015,nov
Jackson,116,692,200,1008,21,107,42,170,1178,2015,nov
Jefferson,102384,109662,131243,343289,17854,15449,27873,61176,404465,2015,nov
Kiowa,156,545,232,933,15,38,41,94,1027,2015,nov
Kit Carson,575,2346,1072,3993,98,301,357,756,4749,2015,nov
La Plata,9943,10020,11373,31336,2778,2480,4371,9629,40965,2015,nov
Lake,1562,688,1089,3339,598,315,912,1825,5164,2015,nov
Larimer,52792,65901,78310,197003,9320,9318,20801,39439,236442,2015,nov
Las Animas,3762,1876,1786,7424,827,627,785,2239,9663,2015,nov
Lincoln,388,1483,614,2485,75,204,237,516,3001,2015,nov
Logan,1786,5339,3232,10357,380,757,1094,2231,12588,2015,nov
Mesa,15362,35500,28428,79290,5557,10846,13793,30196,109486,2015,nov
Mineral,300,265,133,698,32,33,48,113,811,2015,nov
Moffat,782,3707,1983,6472,458,1189,1431,3078,9550,2015,nov
Montezuma,3098,6724,4407,14229,1045,1483,1955,4483,18712,2015,nov
Montrose,4026,10551,7381,21958,558,1270,1656,3484,25442,2015,nov
Morgan,2644,5481,4420,12545,462,662,947,2071,14616,2015,nov
Otero,3207,3577,2908,9692,517,455,749,1721,11413,2015,nov
Ouray,922,1255,1207,3384,174,279,353,806,4190,2015,nov
Park,2162,4460,4033,10655,469,896,1190,2555,13210,2015,nov
Phillips,400,1414,660,2474,137,308,236,681,3155,2015,nov
Pitkin,4084,2030,5317,11431,994,581,1624,3199,14630,2015,nov
Prowers,1278,2636,1721,5635,247,487,626,1360,6995,2015,nov
Pueblo,38784,22727,27644,89155,6805,3776,8334,18915,108070,2015,nov
Rio Blanco,312,2453,744,3509,73,393,386,852,4361,2015,nov
Rio Grande,1891,2545,1562,5998,479,563,614,1656,7654,2015,nov
Routt,4244,4320,6215,14779,1016,968,2034,4018,18797,2015,nov
Saguache,1534,752,1014,3300,353,166,415,934,4234,2015,nov
San Juan,155,127,268,550,46,41,96,183,733,2015,nov
San Miguel,2014,825,1866,4705,458,178,574,1210,5915,2015,nov
Sedgwick,244,843,373,1460,31,105,93,229,1689,2015,nov
Summit,5058,4138,8026,17222,2057,1616,4326,7999,25221,2015,nov
Teller,2412,7156,5109,14677,543,1348,1409,3300,17977,2015,nov
Washington,259,2017,458,2734,50,204,137,391,3125,2015,nov
Weld,31016,52237,52291,135544,6696,8324,13545,28565,164109,2015,nov
Yuma,786,2917,1529,5232,115,343,326,784,6016,2015,nov
Adams,85874,60979,92895,239748,10614,7136,14774,32524,272272,2016,oct
Alamosa,3245,2487,2660,8392,485,322,667,1474,9866,2016,oct
Arapahoe,123535,107501,134729,365765,18407,13015,24818,56240,422005,2016,oct
Archuleta,1997,4141,2545,8683,444,737,650,1831,10514,2016,oct
Baca,607,1304,642,2553,57,113,122,292,2845,2016,oct
Bent,795,924,730,2449,157,127,210,494,2943,2016,oct
Boulder,96468,36861,81078,214407,16241,8368,24975,49584,263991,2016,oct
Broomfield,13139,12653,17355,43147,1726,1767,2877,6370,49517,2016,oct
Chaffee,3502,4643,4675,12820,404,551,856,1811,14631,2016,oct
Cheyenne,159,846,308,1313,21,64,45,130,1443,2016,oct
Clear Creek,2152,2078,2756,6986,275,255,475,1005,7991,2016,oct
Conejos,2361,1730,757,4848,376,279,223,878,5726,2016,oct
Costilla,1570,376,489,2435,187,85,197,469,2904,2016,oct
Crowley,437,961,483,1881,63,79,80,222,2103,2016,oct
Custer,497,2167,811,3475,62,192,131,385,3860,2016,oct
Delta,3563,9310,6541,19414,503,1047,1273,2823,22237,2016,oct
Denver,197348,58413,144823,400584,28254,10043,33482,71779,472363,2016,oct
Dolores,348,689,413,1450,53,68,136,257,1707,2016,oct
Douglas,43620,98285,72951,214856,4791,10668,9725,25184,240040,2016,oct
Eagle,9105,7864,13268,30237,1149,1098,2576,4823,35060,2016,oct
El Paso,84162,161742,142330,388234,15567,21379,31187,68133,456367,2016,oct
Elbert,2310,10151,5692,18153,253,870,629,1752,19905,2016,oct
Fremont,5195,11905,9737,26837,678,1290,1704,3672,30509,2016,oct
Garfield,8131,10233,13236,31600,759,1128,2260,4147,35747,2016,oct
Gilpin,1246,1144,1808,4198,240,210,419,869,5067,2016,oct
Grand,2333,4308,3766,10407,283,381,672,1336,11743,2016,oct
Gunnison,3585,2834,4716,11135,511,467,1101,2079,13214,2016,oct
Hinsdale,111,418,157,686,13,30,19,62,748,2016,oct
Huerfano,2029,1211,1186,4426,198,150,251,599,5025,2016,oct
Jackson,117,681,194,992,29,131,63,223,1215,2016,oct
Jefferson,117463,117395,148660,383518,13515,12332,20599,46446,429964,2016,oct
Kiowa,144,569,233,946,18,34,34,86,1032,2016,oct
Kit Carson,580,2535,1224,4339,85,255,275,615,4954,2016,oct
La Plata,12177,11153,13290,36620,2229,2174,3374,7777,44397,2016,oct
Lake,1839,776,1339,3954,525,291,773,1589,5543,2016,oct
Larimer,64104,72620,91160,227884,6678,7235,14849,28762,256646,2016,oct
Las Animas,3938,2212,2230,8380,745,577,634,1956,10336,2016,oct
Lincoln,398,1687,666,2751,71,174,166,411,3162,2016,oct
Logan,1874,5854,3628,11356,319,643,874,1836,13192,2016,oct
Mesa,17812,40405,32588,90805,4657,9097,11275,25029,115834,2016,oct
Mineral,265,327,143,735,31,33,33,97,832,2016,oct
Moffat,842,4254,2292,7388,395,994,1139,2528,9916,2016,oct
Montezuma,3649,7457,4938,16044,908,1317,1715,3940,19984,2016,oct
Montrose,4565,11803,8291,24659,441,1029,1237,2707,27366,2016,oct
Morgan,2898,6335,5176,14409,339,504,697,1540,15949,2016,oct
Otero,3417,3915,3295,10627,420,350,611,1381,12008,2016,oct
Ouray,1163,1314,1311,3788,140,256,260,656,4444,2016,oct
Park,2545,4980,4670,12195,402,747,909,2058,14253,2016,oct
Phillips,430,1566,705,2701,124,253,184,561,3262,2016,oct
Pitkin,4842,2142,5582,12566,826,496,1431,2753,15319,2016,oct
Prowers,1382,2932,1926,6240,182,376,478,1036,7276,2016,oct
Pueblo,42214,25457,31375,99046,5606,3401,7311,16318,115364,2016,oct
Rio Blanco,339,2684,814,3837,59,341,345,745,4582,2016,oct
Rio Grande,2164,2770,1758,6692,359,460,525,1344,8036,2016,oct
Routt,5142,4717,7060,16919,817,810,1544,3171,20090,2016,oct
Saguache,1659,832,1119,3610,328,146,355,829,4439,2016,oct
San Juan,171,134,288,593,38,35,71,144,737,2016,oct
San Miguel,2491,904,1854,5249,401,170,454,1025,6274,2016,oct
Sedgwick,252,903,432,1587,31,98,78,207,1794,2016,oct
Summit,6223,4582,9201,20006,1840,1464,3529,6833,26839,2016,oct
Teller,2786,8189,5817,16792,448,1114,1087,2649,19441,2016,oct
Washington,276,2187,545,3008,40,186,99,325,3333,2016,oct
Weld,37483,61235,62104,160822,4823,6391,9099,20313,181135,2016,oct
Yuma,839,3073,1640,5552,104,291,267,662,6214,2016,oct
Adams,81773,58179,87073,227025,12497,8363,16834,37694,264719,2016,sept
Alamosa,3129,2372,2494,7995,546,357,730,1633,9628,2016,sept
Arapahoe,117630,104065,127397,349092,21441,15060,27850,64351,413443,2016,sept
Archuleta,1936,3982,2414,8332,479,804,704,1987,10319,2016,sept
Baca,604,1268,635,2507,66,120,130,316,2823,2016,sept
Bent,763,890,672,2325,169,136,221,526,2851,2016,sept
Boulder,92216,35570,75962,203748,18409,9265,27679,55353,259101,2016,sept
Broomfield,12546,12212,16331,41089,1997,2034,3271,7302,48391,2016,sept
Chaffee,3411,4482,4416,12309,453,616,966,2035,14344,2016,sept
Cheyenne,158,838,299,1295,21,67,47,135,1430,2016,sept
Clear Creek,2073,2005,2607,6685,302,292,536,1130,7815,2016,sept
Conejos,2303,1654,731,4688,419,331,231,981,5669,2016,sept
Costilla,1547,364,456,2367,198,92,204,494,2861,2016,sept
Crowley,426,923,459,1808,71,93,91,255,2063,2016,sept
Custer,483,2113,771,3367,64,211,142,417,3784,2016,sept
Delta,3483,8970,6255,18708,548,1171,1386,3105,21813,2016,sept
Denver,189217,56114,135799,381130,32689,11554,37407,81650,462780,2016,sept
Dolores,348,677,396,1421,55,73,140,268,1689,2016,sept
Douglas,42059,95215,69176,206450,5505,12058,10987,28550,235000,2016,sept
Eagle,8684,7610,12639,28933,1313,1240,2847,5400,34333,2016,sept
El Paso,80285,155914,135101,371300,17143,23522,33755,74420,445720,2016,sept
Elbert,2251,9748,5392,17391,287,1003,721,2011,19402,2016,sept
Fremont,5097,11466,9321,25884,765,1457,1843,4065,29949,2016,sept
Garfield,7809,9765,12667,30241,897,1306,2588,4791,35032,2016,sept
Gilpin,1207,1079,1706,3992,274,237,462,973,4965,2016,sept
Grand,2276,4202,3618,10096,311,421,732,1464,11560,2016,sept
Gunnison,3371,2667,4271,10309,597,540,1279,2416,12725,2016,sept
Hinsdale,106,406,152,664,15,31,19,65,729,2016,sept
Huerfano,1991,1166,1120,4277,217,174,274,665,4942,2016,sept
Jackson,116,659,183,958,29,146,65,240,1198,2016,sept
Jefferson,113407,114057,141388,368852,15569,14100,23523,53192,422044,2016,sept
Kiowa,143,562,222,927,18,36,38,92,1019,2016,sept
Kit Carson,575,2445,1170,4190,97,285,300,682,4872,2016,sept
La Plata,11687,10676,12298,34661,2544,2452,3740,8736,43397,2016,sept
Lake,1752,737,1241,3730,570,306,811,1687,5417,2016,sept
Larimer,61920,69810,86253,217983,7911,8605,17243,33759,251742,2016,sept
Las Animas,3846,2084,2053,7983,795,609,681,2085,10068,2016,sept
Lincoln,385,1632,602,2619,72,191,185,448,3067,2016,sept
Logan,1827,5661,3485,10973,351,724,941,2016,12989,2016,sept
Mesa,17287,38550,30727,86564,4986,9920,12147,27053,113617,2016,sept
